location_id,name,place_name,street_address,description,category,category_on_map,rating,rating_on_map,legend_label_long,legend_label,latitude,longitude,township,lga,photos_on_map,source_layer,quality,status,synced_photos
route-surf-life-saving-club-5,PATHWAY [POOR],Surf Life Saving club,Anzac Parade,"Be careful of the slant of the footpath when it crosses the driveway. Wheelchairs and wheelie-walkers may find their wheels suddenly turn... Further on, the footpath narrows dramatically, challenging for even wheelie-walkers. Pathway is almost perpetually covered with garden debris. There are numerous trip-hazards. Ironically, this leads to a disability elevator! The entrance to the elevator is poor and caution is highly recommended.",Pathway,Pathway,red,red,Route - barriers,barriers,-23.129172,150.749383,YEPPOON,Livingstone,7,PATHWAY ACCESS - disability,address missing,,
route-main-beach,PATHWAY - disability [EXCELLENT],Main Beach,Anzac Parade,"World-class ramps for all-abilities. *MAY ALLOW ACCESS TO BEACH - HOWEVER THE SAND SHIFTS SO PLEASE ASK A FRIEND TO DO A PRE-CHECK* [The final path to the beach is narrow and without a railing... if you cannot easily reverse your wheelchair or make a tight-turn around in your wheelie-walker, a pre-check is highly recommended) GOOD FEATURES: Wide pathways. Railings on both sides. Gentle slopes. Pathway lighting. HOWEVER, DO NOTE: 1. As the pathways age, trip hazards are appearing so do exercise caution for falls-risk persons. 2. There maybe some shallow puddles of water on occasions, but there is normally enough space to navigate around them, 3. Some turns are inexplicably narrow, so may be challenging for some larger electric wheelchairs and mobility-scooters to navigate.",Pathway,Pathway,green,green,Route - easy going,good,-23.130642,150.749738,YEPPOON,Livingstone,10,PATHWAY ACCESS - disability,address missing,,
route-spinnaker,PATHWAY [POOR],Spinnaker,42-56 Anzac Parade,"The pathway takes you from the carpark to the entrance of the club. It is narrow, changing and high gradient, sharp turns that may be challenging for electric wheelchairs.",Pathway,Pathway,red,red,Route - barriers,barriers,-23.13289,150.74945,YEPPOON,Livingstone,5,PATHWAY ACCESS - disability,address missing,,
route-main-beach-2,PATHWAY - disability [POOR],Main Beach,Anzac Parade,"Access to beach. Ask a friend to pre-check the sand levels before venturing to this pathway. *MAY ALLOW ACCESS TO BEACH - HOWEVER THE SAND SHIFTS SO PLEASE ASK A FRIEND TO DO A PRE-CHECK* [The final path to the beach is narrow and without a railing... if you cannot easily reverse your wheelchair or make a tight-turn around in your wheelie-walker, a pre-check is highly recommended)",Pathway,Pathway,red,red,Route - barriers,barriers,-23.130678,150.749871,YEPPOON,Livingstone,3,PATHWAY ACCESS - disability,address missing,,
route-yeppoon-stage-2,PATHWAY - disability [POOR],Yeppoon Stage,Anzac Parade,"Just look at how these pathways suddenly change direction, narrows and is replete with trip hazards. It could fool vision-impaired people to continue flowing the line of the footpath and fall onto the road. This has been witnessed during events when crowd numbers block view of the footpath. *EVEN ABLED-BODIED PEOPLE TRIP HERE* Also, can be scary for electric wheelchair users and mobility-scooters to navigate this odd design. When full of crowds, it's just downright a serious accident waiting to happen.",Pathway,Pathway,red,red,Route - barriers,barriers,-23.129969,150.749397,YEPPOON,Livingstone,1,PATHWAY ACCESS - disability,address missing,,
route-beaman-park-5,PATHWAY [RISK],Beaman Park,56 Normanby ST,Too steep. Risk of wheelchair tipping or lacking power.,Pathway,Pathway,red,red,Route - barriers,barriers,-23.12845,150.74667,YEPPOON,Livingstone,0,PATHWAY ACCESS - disability,no photos; address missing,,
venue-library,VENUE - LIBRARY [OKAY],Library,9 Hill ST,"Not accessible by modern electricc wheelchairs or mobility scooters as the door is narrow. Otherwise, the ramp is acceptable for wheelie-walkers.",Venue,Venue,orange,orange,Venue - partly accessible,check before you go,-23.256372,150.827039,EMU PARK,Livingstone,0,VENUE ACCESS,no photos; address missing,,
venue-cwa-hall,VENUE - COMMUNITY HALL - [OKAY],CWA Hall,11 Hill ST,Historic building that has a ramp with railings both sides!,Venue,Venue,orange,orange,Venue - barriers,barriers,-23.25665,150.826674,EMU PARK,Livingstone,0,VENUE ACCESS,no photos; address missing,,
venue-community-hall,QUEEN ST HALL [VERY POOR],Community Hall,29 Queen ST,"A wide range of community activities occur here. However, there are stairs that are old, narrow and falls-risk for the mobility-challenged.",Venue,Venue,red,red,Venue - barriers,barriers,-23.129952,150.746135,YEPPOON,Livingstone,3,VENUE ACCESS,address missing,,
venue-yeppoon-aquatic-centre,VENUE - aquatic centre [EXCELLENT],Yeppoon Aquatic Centre,150 Matthew Flinders Drive,Fully accessible pool with 200kg lifter. 2 x pool wheelchairs available. Must bring own sling!,Venue,Venue,green,green,Venue - you can get in,good,-23.147485,150.761305,YEPPOON,Livingstone,0,VENUE ACCESS,no photos; address missing,,
venue-town-hall,VENUE - TOWN HALL [EXCELLENT],Town Hall,25 Normanby ST,"All aspects of this facility are world-class for disability access, however there will be an issue for MOBILITY-SCOOTERS. ACCESS: 1. Elevator: will take most electric wheelchairs. OR FOR LARGER DEVICES: 2. Side-entrance if your mobility device is too large for the elevator. However, note there are sharp turns in the ramp that may not be suitable for all devices.",Venue,Venue,green,green,Venue - you can get in,good,-23.12806,150.74658,YEPPOON,Livingstone,3,VENUE ACCESS,address missing,,
venue-bay-plaza,VENUE - cinema [EXCELLENT],Bay Plaza,69 Queen ST,"Is fully accessible. All cinemas have special spaces for wheelchairs, except one however this theatre still has space which could accommodate a wheelchair if you really need to see a film there. Does NOT accept Companion Cards. Does discount for Pension Card holders.",Venue,Venue,green,green,Venue - you can get in,good,-23.129245,150.741644,YEPPOON,Livingstone,4,VENUE ACCESS,address missing,,
venue-town-hall-2,DOOR - wide 1m [EXCELLENT],Town Hall,25 Normanby ST,"A ramp suitable for electric wheelchairs. However, may be tight turning circle for mobility scooters. NOTES: (1) This side-entrance will likely be locked and un-maned. You will need to make prior arrangements. (2) Often there is a vehicle parked in the loading bay, but you might still be able to drop-off a wheelchair user if careful - otherwise walk through the car park.",Venue,Venue,green,green,Venue - you can get in,good,-23.127968,150.74649,YEPPOON,Livingstone,4,VENUE ACCESS,address missing,,
venue-spinnaker,ELEVATOR - [BROKEN],Spinnaker,42-56 Anzac Parade,"Although spoken about as a temporary closure, this elevator has been out of action for approximately 2-years. There is a ramp available as an alternative but is not universally accessible so *beware*",Venue,Venue,red,red,Venue - barriers,barriers,-23.132756,150.749247,YEPPOON,Livingstone,1,VENUE ACCESS,address missing,,
venue-appleton-park,VENUE - park [GOOD],Appleton Park,Cnr Lagoon Place and Anzac PDE,"This park is modern, with wide smooth pathways. The are is slightly hilly, but the pathway meanders gently up and down. BBQ suitable for wheelchair users. Picnic table suitable for wheelchair users soon to be installed in 2025.",Venue,Venue,green,green,Venue - you can get in,good,-23.133889,150.749789,YEPPOON,Livingstone,3,VENUE ACCESS,address missing,,
venue-yeppoon-lagoon,VENUE - free pool access [EXCELLENT],Yeppoon Lagoon,Lagoon Place,Has gentle walk-in to pool. Also has a wheelchair friendly pool entry with railing. NOTE: There is a mobility chair available for use for free ASK THE LIFE GUARDS! ALSO: charging for mobility scooters also available.,Venue,Venue,green,green,Venue - you can get in,good,-23.134619,150.750196,YEPPOON,Livingstone,5,VENUE ACCESS,address missing,,
route-beaman-park-6,PEDESTRIAN CROSSING - disability [EXCELLENT],Beaman Park,James ST,"An elevated crossing (called a ""wombat crossing"") allowing pedestrians to cross without dips from footpath to road.",Pathway,Pathway,green,green,Route - easy going,good,-23.128850,150.746658,YEPPOON,Livingstone,0,_RECOVER_crossing.csv,"PHOTO LOST - pin was deleted then rebuilt from the original map's KML. Its 1 photo could NOT be recovered: CSV import will not attach photos, and the exported image URL is session-scoped and returns 'cannot find or access the image'. RE-PHOTOGRAPH this crossing on the next visit, or re-upload from the original phone/camera roll if the file still exists. Also: address missing.",,
