location_id,name,place_name,street_address,description,category,category_on_map,rating,rating_on_map,legend_label_long,legend_label,latitude,longitude,township,lga,photos_on_map,source_layer,quality,status,synced_photos
community-hall,COMMUNITY HALL - [POOR],,,Historic building that only has steps. Beware for falls risk as steps are narrow?,Venue,Venue,red,red,Venue - barriers,barriers,-23.25665,150.826674,EMU PARK,Livingstone,0,VENUE ACCESS,no photos; address missing,,
queen-st-hall,QUEEN ST HALL [VERY POOR],,,"A wide range of community activities occur here. However, there are stairs that are old, narrow and falls-risk for the mobility-challenged.",Venue,Venue,red,red,Venue - barriers,barriers,-23.129952,150.746135,YEPPOON,Livingstone,3,VENUE ACCESS,address missing,,
venue-aquatic-centre,VENUE - aquatic centre [EXCELLENT],,,Fully accessible pool with 200kg lifter. 2 x pool wheelchairs available. Must bring own sling!,Venue,Venue,green,green,Venue - you can get in,good,-23.147485,150.761305,YEPPOON,Livingstone,0,VENUE ACCESS,no photos; address missing,,
town-hall,TOWN HALL [EXCELLENT],,,"All aspects of this facility are world-class for disabled access, however there will be an issue for MOBILITY-SCOOTERS. ACCESS: 1. Elevator: will take most electric wheelchairs. OR FOR LARGER DEVICES: 2. Side-entrance if your mobility device is too large for the elevator. However, note there are sharp turns in the ramp that may not be suitable for all devices.",Venue,Venue,green,green,Venue - you can get in,good,-23.128079,150.746505,YEPPOON,Livingstone,3,VENUE ACCESS,address missing,,
venue-cinema,VENUE - cinema [EXCELLENT],,,"Is fully accessible. All cinemas have special spaces for wheelchairs, except one however this theatre still has space which could accommodate a wheelchair if you really need to see a film there. Does NOT accept Companion Cards. Does discount for Pension Card holders.",Venue,Venue,green,green,Venue - you can get in,good,-23.129245,150.741644,YEPPOON,Livingstone,4,VENUE ACCESS,address missing,,
door-wide-1m,DOOR - wide 1m [EXCELLENT],,,"A ramp suitable for electric wheelchairs. However, may be tight turning circle for mobility scooters. NOTES: (1) This side-entrance will likely be locked and un-manned. You will need to make prior arrangements. (2) Often there is a vehicle parked in the loading bay, but you might still be able to drop-off a wheelchair user if careful - otherwise walk through the car park.",Venue,Venue,green,green,Venue - you can get in,good,-23.127968,150.74649,YEPPOON,Livingstone,4,VENUE ACCESS,address missing,,
elevator,ELEVATOR - [BROKEN],,,"Although spoken about as a temporary closure, this elevator has been out of action for approximately 2-years. There is a ramp available as an alternative but is not universally accessible so *beware*",Venue,Venue,red,red,Venue - barriers,barriers,-23.132756,150.749247,YEPPOON,Livingstone,1,VENUE ACCESS,address missing,,
venue-park,VENUE - park [GOOD],,,"This park is modern, with wide smooth pathways. The are is slightly hilly, but the pathway meanders gently up and down. BBQ suitable for wheelchair users. Picnic table suitable for wheelchair users soon to be installed in 2025.",Venue,Venue,green,green,Venue - you can get in,good,-23.133889,150.749789,YEPPOON,Livingstone,3,VENUE ACCESS,address missing,,
venue-free-pool-access,VENUE - free pool access [EXCELLENT],,,Has gentle walk-in to pool. Also has a wheelchair friendly pool entry with railing. NOTE: There is a mobility chair available for use for free ASK THE LIFE GUARDS! ALSO: charging for mobility scooters also available.,Venue,Venue,green,green,Venue - you can get in,good,-23.134619,150.750196,YEPPOON,Livingstone,5,VENUE ACCESS,address missing,,
pedestrian-crossing-recovered,PEDESTRIAN CROSSING - disabled [EXCELLENT],,,"An elevated crossing (called a ""wombat crossing"") allowing pedestrians to cross without dips from footpath to road.",Pathway,Pathway,green,green,Route - easy going,good,-23.128731,150.746655,YEPPOON,Livingstone,0,_RECOVER_crossing.csv,"PHOTO LOST - pin was deleted then rebuilt from the original map's KML. Its 1 photo could NOT be recovered: CSV import will not attach photos, and the exported image URL is session-scoped and returns 'cannot find or access the image'. RE-PHOTOGRAPH this crossing on the next visit, or re-upload from the original phone/camera roll if the file still exists. Also: address missing.",,
